sales_key,date_key,product_key,location_key,units_sold_qty,unit_price,gross_sales_amount,unit_cost,cogs_amount,order_id,employee_key,customer_key,promotion_key,discount_amount,net_sales_amount,gross_margin_amount
477,20251224,8,9,2,234.35,468.7,126.3,252.6,ORD-9-20251224-0,26,1947,,0.0,468.7,216.1
478,20251226,8,9,2,234.35,468.7,126.3,252.6,ORD-9-20251226-1,38,939,12,0.0,468.7,216.1
479,20251228,8,9,1,234.35,234.35,126.3,126.3,ORD-9-20251228-2,99,349,,0.0,234.35,108.05
480,20250905,8,6,1,234.35,234.35,126.3,126.3,ORD-6-20250905-3,39,1592,3,0.0,234.35,108.05
481,20250917,8,6,1,234.35,234.35,126.3,126.3,ORD-6-20250917-4,19,297,6,0.0,234.35,108.05
482,20251011,8,6,1,234.35,234.35,126.3,126.3,ORD-6-20251011-5,38,404,,0.0,234.35,108.05
483,20251019,8,6,1,234.35,234.35,126.3,126.3,ORD-6-20251019-6,116,1809,,0.0,234.35,108.05
484,20251020,8,6,1,234.35,234.35,126.3,126.3,ORD-6-20251020-0,36,869,4,0.0,234.35,108.05
485,20251029,8,6,1,234.35,234.35,126.3,126.3,ORD-6-20251029-1,14,1569,,0.0,234.35,108.05
486,20251109,8,6,1,234.35,234.35,126.3,126.3,ORD-6-20251109-2,9,750,8,0.0,234.35,108.05
487,20251113,8,6,2,234.35,468.7,126.3,252.6,ORD-6-20251113-3,1,740,6,0.0,468.7,216.1
488,20251117,8,6,3,234.35,703.05,126.3,378.9,ORD-6-20251117-4,91,1990,1,0.0,703.05,324.15
489,20251123,8,6,1,234.35,234.35,126.3,126.3,ORD-6-20251123-5,73,708,,0.0,234.35,108.05
490,20251216,8,6,1,234.35,234.35,126.3,126.3,ORD-6-20251216-6,102,1953,12,0.0,234.35,108.05
491,20251220,8,6,2,234.35,468.7,126.3,252.6,ORD-6-20251220-0,89,1083,,0.0,468.7,216.1
492,20251222,8,6,1,234.35,234.35,126.3,126.3,ORD-6-20251222-1,90,1906,9,0.0,234.35,108.05
493,20251223,8,6,1,234.35,234.35,126.3,126.3,ORD-6-20251223-2,15,1841,,0.0,234.35,108.05
494,20251224,8,6,1,234.35,234.35,126.3,126.3,ORD-6-20251224-3,94,1530,,0.0,234.35,108.05
495,20251226,8,6,1,234.35,234.35,126.3,126.3,ORD-6-20251226-4,76,67,6,0.0,234.35,108.05
496,20251227,8,6,1,234.35,234.35,126.3,126.3,ORD-6-20251227-5,30,24,1,0.0,234.35,108.05
497,20251013,9,7,1,302.48,302.48,218.71,218.71,ORD-7-20251013-6,52,225,,0.0,302.48,83.77
498,20251015,9,7,1,302.48,302.48,218.71,218.71,ORD-7-20251015-0,56,157,7,0.0,302.48,83.77
499,20251107,9,7,2,302.48,604.96,218.71,437.42,ORD-7-20251107-1,5,1076,10,0.0,604.96,167.54
500,20251130,9,7,2,302.48,604.96,218.71,437.42,ORD-7-20251130-2,82,1442,12,0.0,604.96,167.54
